pollster,pollster_score,sample_size,candidate_name,candidate_support
TIPP,-0.4,1244,Kamala Harris,47
TIPP,-0.4,1244,Donald Trump,48
TIPP,-0.4,1254,Kamala Harris,47
TIPP,-0.4,1254,Donald Trump,49
Trafalgar Group,0.6,1084,Kamala Harris,43.3
Trafalgar Group,0.6,1084,Donald Trump,46.3
TIPP,-0.4,1223,Kamala Harris,48
TIPP,-0.4,1223,Donald Trump,47
Redfield & Wilton Strategies,0.4,691,Kamala Harris,46
Redfield & Wilton Strategies,0.4,691,Donald Trump,49
Redfield & Wilton Strategies,0.4,691,Chase Oliver,1
Redfield & Wilton Strategies,0.4,691,Jill Stein,1
Redfield & Wilton Strategies,0.4,1275,Kamala Harris,45
Redfield & Wilton Strategies,0.4,1275,Donald Trump,49
Redfield & Wilton Strategies,0.4,1275,Chase Oliver,1
Redfield & Wilton Strategies,0.4,1275,Jill Stein,0
Redfield & Wilton Strategies,0.4,1008,Kamala Harris,47
Redfield & Wilton Strategies,0.4,1008,Donald Trump,47
Redfield & Wilton Strategies,0.4,1008,Chase Oliver,1
Redfield & Wilton Strategies,0.4,1008,Jill Stein,0
Redfield & Wilton Strategies,0.4,529,Kamala Harris,46
Redfield & Wilton Strategies,0.4,529,Donald Trump,47
Redfield & Wilton Strategies,0.4,529,Chase Oliver,1
Redfield & Wilton Strategies,0.4,529,Jill Stein,1
Redfield & Wilton Strategies,0.4,622,Kamala Harris,47
Redfield & Wilton Strategies,0.4,622,Donald Trump,46
Redfield & Wilton Strategies,0.4,622,Chase Oliver,1
Redfield & Wilton Strategies,0.4,622,Jill Stein,0
Redfield & Wilton Strategies,0.4,843,Kamala Harris,45
Redfield & Wilton Strategies,0.4,843,Donald Trump,48
Redfield & Wilton Strategies,0.4,843,Chase Oliver,0
Redfield & Wilton Strategies,0.4,843,Jill Stein,1
Redfield & Wilton Strategies,0.4,1019,Kamala Harris,47
Redfield & Wilton Strategies,0.4,1019,Donald Trump,48
Redfield & Wilton Strategies,0.4,1019,Chase Oliver,1
Redfield & Wilton Strategies,0.4,1019,Jill Stein,1
Redfield & Wilton Strategies,0.4,1256,Kamala Harris,48
Redfield & Wilton Strategies,0.4,1256,Donald Trump,48
Redfield & Wilton Strategies,0.4,1256,Chase Oliver,1
Redfield & Wilton Strategies,0.4,1256,Jill Stein,0
Suffolk,-1,1000,Kamala Harris,45.3
Suffolk,-1,1000,Donald Trump,44.4
Suffolk,-1,1000,Jill Stein,0.8
Suffolk,-1,1000,Cornel West,1
Suffolk,-1,1000,Chase Oliver,0.8
Suffolk,-1,1000,Kamala Harris,49.7
Suffolk,-1,1000,Donald Trump,48.7
Research & Polling,-0.9,1024,Kamala Harris,50
Research & Polling,-0.9,1024,Donald Trump,41
Research & Polling,-0.9,1024,Robert F. Kennedy,3
U. North Florida,-0.6,977,Kamala Harris,43
U. North Florida,-0.6,977,Donald Trump,53
PPP,0,571,Kamala Harris,55
PPP,0,571,Donald Trump,40
PPP,0,716,Kamala Harris,53
PPP,0,716,Donald Trump,41
TIPP,-0.4,1257,Kamala Harris,49
TIPP,-0.4,1257,Donald Trump,47
RMG Research,-0.4,788,Kamala Harris,47
RMG Research,-0.4,788,Donald Trump,52
AtlasIntel,-0.8,4180,Kamala Harris,47.6
AtlasIntel,-0.8,4180,Donald Trump,50.7
AtlasIntel,-0.8,4180,Jill Stein,0.8
AtlasIntel,-0.8,4180,Chase Oliver,0.1
AtlasIntel,-0.8,4180,Cornel West,0.1
AtlasIntel,-0.8,4180,Kamala Harris,48.1
AtlasIntel,-0.8,4180,Donald Trump,50.8
AtlasIntel,-0.8,1440,Kamala Harris,48.6
AtlasIntel,-0.8,1440,Donald Trump,49.2
AtlasIntel,-0.8,1440,Jill Stein,0.7
AtlasIntel,-0.8,1440,Chase Oliver,0.1
AtlasIntel,-0.8,1440,Kamala Harris,49.3
AtlasIntel,-0.8,1440,Donald Trump,49.2
AtlasIntel,-0.8,1411,Kamala Harris,48.1
AtlasIntel,-0.8,1411,Donald Trump,49.5
AtlasIntel,-0.8,1411,Chase Oliver,1.3
AtlasIntel,-0.8,1411,Cornel West,0.2
AtlasIntel,-0.8,1411,Jill Stein,0.2
AtlasIntel,-0.8,1411,Kamala Harris,48.4
AtlasIntel,-0.8,1411,Donald Trump,50.1
AtlasIntel,-0.8,1529,Kamala Harris,46.8
AtlasIntel,-0.8,1529,Donald Trump,49.6
AtlasIntel,-0.8,1529,Jill Stein,1.1
AtlasIntel,-0.8,1529,Robert F. Kennedy,0.7
AtlasIntel,-0.8,1529,Chase Oliver,0.2
AtlasIntel,-0.8,1529,Cornel West,0.1
AtlasIntel,-0.8,1529,Kamala Harris,47.3
AtlasIntel,-0.8,1529,Donald Trump,50.2
AtlasIntel,-0.8,1171,Kamala Harris,48.1
AtlasIntel,-0.8,1171,Donald Trump,48.4
AtlasIntel,-0.8,1171,Jill Stein,1.7
AtlasIntel,-0.8,1171,Chase Oliver,0
AtlasIntel,-0.8,1171,Kamala Harris,48.4
AtlasIntel,-0.8,1171,Donald Trump,48.3
AtlasIntel,-0.8,1674,Kamala Harris,49.5
AtlasIntel,-0.8,1674,Donald Trump,48.8
AtlasIntel,-0.8,1674,Jill Stein,1.1
AtlasIntel,-0.8,1674,Chase Oliver,0.1
AtlasIntel,-0.8,1674,Cornel West,0.1
AtlasIntel,-0.8,1674,Kamala Harris,50.5
AtlasIntel,-0.8,1674,Donald Trump,48.8
AtlasIntel,-0.8,2048,Kamala Harris,46.5
AtlasIntel,-0.8,2048,Donald Trump,49.8
AtlasIntel,-0.8,2048,Jill Stein,1.9
AtlasIntel,-0.8,2048,Chase Oliver,0.5
AtlasIntel,-0.8,2048,Kamala Harris,47.4
AtlasIntel,-0.8,2048,Donald Trump,49.9
AtlasIntel,-0.8,932,Kamala Harris,48.9
AtlasIntel,-0.8,932,Donald Trump,48.2
AtlasIntel,-0.8,932,Chase Oliver,0.8
AtlasIntel,-0.8,932,Robert F. Kennedy,0.7
AtlasIntel,-0.8,932,Jill Stein,0.2
AtlasIntel,-0.8,932,Kamala Harris,49
AtlasIntel,-0.8,932,Donald Trump,48.4
TIPP,-0.4,1228,Kamala Harris,49
TIPP,-0.4,1228,Donald Trump,46
Emerson,-1.1,1000,Kamala Harris,49.5
Emerson,-1.1,1000,Donald Trump,49.2
OnMessage Inc.,0.2,800,Kamala Harris,45
OnMessage Inc.,0.2,800,Donald Trump,46
RMG Research,-0.4,2950,Kamala Harris,50
RMG Research,-0.4,2950,Donald Trump,49
TIPP,-0.4,1029,Kamala Harris,48.8
TIPP,-0.4,1029,Donald Trump,45.8
TIPP,-0.4,813,Kamala Harris,48.3
TIPP,-0.4,813,Donald Trump,48.5
TIPP,-0.4,1029,Kamala Harris,48.3
TIPP,-0.4,1029,Donald Trump,44.8
TIPP,-0.4,1029,Cornel West,1
TIPP,-0.4,1029,Jill Stein,1
TIPP,-0.4,813,Kamala Harris,49
TIPP,-0.4,813,Donald Trump,48.5
TIPP,-0.4,813,Cornel West,0.5
TIPP,-0.4,813,Jill Stein,0.8
YouGov,-1.1,1435,Kamala Harris,48
YouGov,-1.1,1435,Donald Trump,51
RMG Research,-0.4,787,Kamala Harris,49
RMG Research,-0.4,787,Donald Trump,50
RMG Research,-0.4,789,Kamala Harris,49
RMG Research,-0.4,789,Donald Trump,49
InsiderAdvantage,-0.3,800,Kamala Harris,47
InsiderAdvantage,-0.3,800,Donald Trump,49
TIPP,-0.4,1248,Kamala Harris,50
TIPP,-0.4,1248,Donald Trump,46
YouGov,-1.1,1457,Kamala Harris,48
YouGov,-1.1,1457,Donald Trump,45
YouGov,-1.1,1457,Jill Stein,1
YouGov,-1.1,1457,Cornel West,1
YouGov,-1.1,1314,Kamala Harris,49
YouGov,-1.1,1314,Donald Trump,45
YouGov,-1.1,1314,Jill Stein,1
YouGov,-1.1,1314,Cornel West,0
Morning Consult,-0.3,653,Kamala Harris,49
Morning Consult,-0.3,653,Donald Trump,48
Morning Consult,-0.3,1002,Kamala Harris,48
Morning Consult,-0.3,1002,Donald Trump,49
Morning Consult,-0.3,490,Kamala Harris,64
Morning Consult,-0.3,490,Donald Trump,31
Morning Consult,-0.3,1065,Kamala Harris,49
Morning Consult,-0.3,1065,Donald Trump,47
Morning Consult,-0.3,496,Kamala Harris,49
Morning Consult,-0.3,496,Donald Trump,45
Morning Consult,-0.3,1072,Kamala Harris,48
Morning Consult,-0.3,1072,Donald Trump,49
Morning Consult,-0.3,1243,Kamala Harris,45
Morning Consult,-0.3,1243,Donald Trump,52
Morning Consult,-0.3,1395,Kamala Harris,49
Morning Consult,-0.3,1395,Donald Trump,48
Morning Consult,-0.3,2048,Kamala Harris,46
Morning Consult,-0.3,2048,Donald Trump,50
Morning Consult,-0.3,527,Kamala Harris,47
Morning Consult,-0.3,527,Donald Trump,48
Washington Post/George Mason University,-0.8,580,Kamala Harris,44
Washington Post/George Mason University,-0.8,580,Donald Trump,50
Washington Post/George Mason University,-0.8,580,Kamala Harris,46
Washington Post/George Mason University,-0.8,580,Donald Trump,49
Washington Post/George Mason University,-0.8,730,Kamala Harris,50
Washington Post/George Mason University,-0.8,730,Donald Trump,44
Washington Post/George Mason University,-0.8,730,Kamala Harris,51
Washington Post/George Mason University,-0.8,730,Donald Trump,47
Washington Post/George Mason University,-0.8,687,Kamala Harris,46
Washington Post/George Mason University,-0.8,687,Donald Trump,47
Washington Post/George Mason University,-0.8,687,Kamala Harris,49
Washington Post/George Mason University,-0.8,687,Donald Trump,47
Washington Post/George Mason University,-0.8,652,Kamala Harris,47
Washington Post/George Mason University,-0.8,652,Donald Trump,44
Washington Post/George Mason University,-0.8,652,Kamala Harris,48
Washington Post/George Mason University,-0.8,652,Donald Trump,48
Washington Post/George Mason University,-0.8,965,Kamala Harris,45
Washington Post/George Mason University,-0.8,965,Donald Trump,49
Washington Post/George Mason University,-0.8,965,Kamala Harris,47
Washington Post/George Mason University,-0.8,965,Donald Trump,50
Washington Post/George Mason University,-0.8,707,Kamala Harris,49
Washington Post/George Mason University,-0.8,707,Donald Trump,46
Washington Post/George Mason University,-0.8,707,Kamala Harris,49
Washington Post/George Mason University,-0.8,707,Donald Trump,47
Washington Post/George Mason University,-0.8,695,Kamala Harris,50
Washington Post/George Mason University,-0.8,695,Donald Trump,46
Washington Post/George Mason University,-0.8,695,Kamala Harris,50
Washington Post/George Mason University,-0.8,695,Donald Trump,47
Mitchell,-0.2,589,Kamala Harris,47
Mitchell,-0.2,589,Donald Trump,47
Mitchell,-0.2,589,Jill Stein,1
Mitchell,-0.2,589,Chase Oliver,1
Mitchell,-0.2,589,Robert F. Kennedy,0
Mitchell,-0.2,589,Cornel West,0
Mitchell,-0.2,589,Kamala Harris,47.4
Mitchell,-0.2,589,Donald Trump,48.5
TIPP,-0.4,1198,Kamala Harris,49
TIPP,-0.4,1198,Donald Trump,46
Patriot Polling,0.6,803,Kamala Harris,49
Patriot Polling,0.6,803,Donald Trump,50
Emerson,-1.1,1000,Kamala Harris,61
Emerson,-1.1,1000,Donald Trump,36.6
Redfield & Wilton Strategies,0.4,620,Kamala Harris,46
Redfield & Wilton Strategies,0.4,620,Donald Trump,48
Redfield & Wilton Strategies,0.4,620,Chase Oliver,1
Redfield & Wilton Strategies,0.4,620,Jill Stein,0
Redfield & Wilton Strategies,0.4,1141,Kamala Harris,46
Redfield & Wilton Strategies,0.4,1141,Donald Trump,48
Redfield & Wilton Strategies,0.4,1141,Chase Oliver,1
Redfield & Wilton Strategies,0.4,1141,Jill Stein,1
Redfield & Wilton Strategies,0.4,1009,Kamala Harris,44
Redfield & Wilton Strategies,0.4,1009,Donald Trump,50
Redfield & Wilton Strategies,0.4,1009,Chase Oliver,0
Redfield & Wilton Strategies,0.4,1009,Jill Stein,1
Redfield & Wilton Strategies,0.4,637,Kamala Harris,47
Redfield & Wilton Strategies,0.4,637,Donald Trump,47
Redfield & Wilton Strategies,0.4,637,Chase Oliver,1
Redfield & Wilton Strategies,0.4,637,Jill Stein,2
Redfield & Wilton Strategies,0.4,682,Kamala Harris,47
Redfield & Wilton Strategies,0.4,682,Donald Trump,47
Redfield & Wilton Strategies,0.4,682,Chase Oliver,1
Redfield & Wilton Strategies,0.4,682,Jill Stein,0
Redfield & Wilton Strategies,0.4,544,Kamala Harris,51
Redfield & Wilton Strategies,0.4,544,Donald Trump,43
Redfield & Wilton Strategies,0.4,544,Chase Oliver,0
Redfield & Wilton Strategies,0.4,544,Jill Stein,1
Redfield & Wilton Strategies,0.4,838,Kamala Harris,47
Redfield & Wilton Strategies,0.4,838,Donald Trump,47
Redfield & Wilton Strategies,0.4,838,Chase Oliver,1
Redfield & Wilton Strategies,0.4,838,Jill Stein,0
Redfield & Wilton Strategies,0.4,382,Kamala Harris,49
Redfield & Wilton Strategies,0.4,382,Donald Trump,45
Redfield & Wilton Strategies,0.4,382,Chase Oliver,1
Redfield & Wilton Strategies,0.4,382,Jill Stein,2
Redfield & Wilton Strategies,0.4,1649,Kamala Harris,48
Redfield & Wilton Strategies,0.4,1649,Donald Trump,48
Redfield & Wilton Strategies,0.4,1649,Chase Oliver,1
Redfield & Wilton Strategies,0.4,1649,Jill Stein,0
Redfield & Wilton Strategies,0.4,641,Kamala Harris,48
Redfield & Wilton Strategies,0.4,641,Donald Trump,47
Redfield & Wilton Strategies,0.4,641,Chase Oliver,1
Redfield & Wilton Strategies,0.4,641,Jill Stein,1
Cygnal,-1.1,600,Kamala Harris,46.6
Cygnal,-1.1,600,Donald Trump,47.2
Cygnal,-1.1,600,Chase Oliver,0.9
Cygnal,-1.1,600,Randall A. Terry,0.1
Cygnal,-1.1,600,Jill Stein,0.4
Cygnal,-1.1,600,Cornel West,0.6
Beacon/Shaw,-1.1,1110,Kamala Harris,48
Beacon/Shaw,-1.1,1110,Donald Trump,50
Beacon/Shaw,-1.1,870,Kamala Harris,48
Beacon/Shaw,-1.1,870,Donald Trump,50
Quinnipiac,-0.5,1328,Kamala Harris,45
Quinnipiac,-0.5,1328,Donald Trump,52
Quinnipiac,-0.5,1328,Jill Stein,1
Quinnipiac,-0.5,1328,Chase Oliver,1
Quinnipiac,-0.5,1328,Kamala Harris,46
Quinnipiac,-0.5,1328,Donald Trump,52
Quinnipiac,-0.5,1031,Kamala Harris,49
Quinnipiac,-0.5,1031,Donald Trump,47
Quinnipiac,-0.5,1031,Jill Stein,0
Quinnipiac,-0.5,1031,Chase Oliver,1
Quinnipiac,-0.5,1031,Cornel West,0
Quinnipiac,-0.5,1031,Randall A. Terry,0
Quinnipiac,-0.5,1031,Kamala Harris,50
Quinnipiac,-0.5,1031,Donald Trump,47
SurveyUSA,-1.3,703,Kamala Harris,57
SurveyUSA,-1.3,703,Donald Trump,35
East Carolina University,-0.5,701,Kamala Harris,45.8
East Carolina University,-0.5,701,Donald Trump,48.9
East Carolina University,-0.5,701,Chase Oliver,0.4
East Carolina University,-0.5,701,Jill Stein,1.4
Fairleigh Dickinson,-0.6,806,Kamala Harris,50
Fairleigh Dickinson,-0.6,806,Donald Trump,47
TIPP,-0.4,1212,Kamala Harris,49
TIPP,-0.4,1212,Donald Trump,46
HarrisX/Harris Poll,-0.1,2596,Kamala Harris,49
HarrisX/Harris Poll,-0.1,2596,Donald Trump,48
HarrisX/Harris Poll,-0.1,2596,Cornel West,1
HarrisX/Harris Poll,-0.1,2596,Jill Stein,1
HarrisX/Harris Poll,-0.1,2596,Kamala Harris,51
HarrisX/Harris Poll,-0.1,2596,Donald Trump,49
HarrisX/Harris Poll,-0.1,3145,Kamala Harris,51
HarrisX/Harris Poll,-0.1,3145,Donald Trump,49
HarrisX/Harris Poll,-0.1,3145,Kamala Harris,49
HarrisX/Harris Poll,-0.1,3145,Donald Trump,48
HarrisX/Harris Poll,-0.1,3145,Cornel West,2
HarrisX/Harris Poll,-0.1,3145,Jill Stein,1
Morning Consult,-0.3,8647,Kamala Harris,50
Morning Consult,-0.3,8647,Donald Trump,46
Ipsos,-0.9,807,Kamala Harris,45
Ipsos,-0.9,807,Donald Trump,42
Ipsos,-0.9,769,Kamala Harris,47
Ipsos,-0.9,769,Donald Trump,44
Ipsos,-0.9,938,Kamala Harris,41
Ipsos,-0.9,938,Donald Trump,37
Trafalgar Group,0.6,1090,Kamala Harris,46
Trafalgar Group,0.6,1090,Donald Trump,47.5
Trafalgar Group,0.6,1085,Kamala Harris,44.6
Trafalgar Group,0.6,1085,Donald Trump,46.5
Trafalgar Group,0.6,1088,Kamala Harris,45.6
Trafalgar Group,0.6,1088,Donald Trump,44.8
Morning Consult,-0.3,8901,Kamala Harris,50
Morning Consult,-0.3,8901,Donald Trump,46
Elway,-0.2,401,Kamala Harris,57
Elway,-0.2,401,Donald Trump,32
Morning Consult,-0.3,8902,Kamala Harris,50
Morning Consult,-0.3,8902,Donald Trump,46
HarrisX,-0.1,2010,Kamala Harris,51
HarrisX,-0.1,2010,Donald Trump,49
HarrisX,-0.1,1692,Kamala Harris,51
HarrisX,-0.1,1692,Donald Trump,49
HarrisX,-0.1,1622,Kamala Harris,51
HarrisX,-0.1,1622,Donald Trump,49
HarrisX,-0.1,2010,Kamala Harris,49
HarrisX,-0.1,2010,Donald Trump,46
HarrisX,-0.1,2010,Cornel West,2
HarrisX,-0.1,2010,Jill Stein,2
HarrisX,-0.1,1692,Kamala Harris,49
HarrisX,-0.1,1692,Donald Trump,48
HarrisX,-0.1,1692,Cornel West,1
HarrisX,-0.1,1692,Jill Stein,1
HarrisX,-0.1,1622,Kamala Harris,49
HarrisX,-0.1,1622,Donald Trump,49
HarrisX,-0.1,1622,Cornel West,1
HarrisX,-0.1,1622,Jill Stein,1
YouGov,-1.1,2712,Kamala Harris,51
YouGov,-1.1,2712,Donald Trump,48
MRG (Marketing Resource Group),0.1,600,Kamala Harris,44.9
MRG (Marketing Resource Group),0.1,600,Donald Trump,44
MRG (Marketing Resource Group),0.1,600,Robert F. Kennedy,2.6
MRG (Marketing Resource Group),0.1,600,Jill Stein,2.1
MRG (Marketing Resource Group),0.1,600,Cornel West,0.5
MRG (Marketing Resource Group),0.1,600,Joseph Kishore,0
MRG (Marketing Resource Group),0.1,600,Randall A. Terry,0
MRG (Marketing Resource Group),0.1,600,Chase Oliver,1.2
Morning Consult,-0.3,9556,Kamala Harris,50
Morning Consult,-0.3,9556,Donald Trump,46
Marist,-0.9,1401,Kamala Harris,52
Marist,-0.9,1401,Donald Trump,47
Marist,-0.9,1708,Kamala Harris,51
Marist,-0.9,1708,Donald Trump,48
RMG Research,-0.4,2945,Kamala Harris,50
RMG Research,-0.4,2945,Donald Trump,47
Siena/NYT,-1.5,857,Kamala Harris,50
Siena/NYT,-1.5,857,Donald Trump,47
Siena/NYT,-1.5,857,Kamala Harris,49
Siena/NYT,-1.5,857,Donald Trump,45
Siena/NYT,-1.5,857,Jill Stein,2
Siena/NYT,-1.5,857,Chase Oliver,1
Siena/NYT,-1.5,857,Kamala Harris,50
Siena/NYT,-1.5,857,Donald Trump,47
Siena/NYT,-1.5,857,Kamala Harris,49
Siena/NYT,-1.5,857,Donald Trump,45
Siena/NYT,-1.5,857,Jill Stein,1
Siena/NYT,-1.5,857,Chase Oliver,0
Siena/NYT,-1.5,808,Kamala Harris,46
Siena/NYT,-1.5,808,Donald Trump,51
Siena/NYT,-1.5,808,Kamala Harris,45
Siena/NYT,-1.5,808,Donald Trump,50
Siena/NYT,-1.5,808,Jill Stein,1
Siena/NYT,-1.5,808,Chase Oliver,0
Siena/NYT,-1.5,808,Kamala Harris,45
Siena/NYT,-1.5,808,Donald Trump,51
Siena/NYT,-1.5,808,Kamala Harris,44
Siena/NYT,-1.5,808,Donald Trump,49
Siena/NYT,-1.5,808,Jill Stein,2
Siena/NYT,-1.5,808,Chase Oliver,1
RMG Research,-0.4,731,Kamala Harris,47
RMG Research,-0.4,731,Donald Trump,50
UMass Amherst/YouGov,-0.4,700,Kamala Harris,56
UMass Amherst/YouGov,-0.4,700,Donald Trump,30
UMass Amherst/YouGov,-0.4,700,Jill Stein,2
UMass Amherst/YouGov,-0.4,700,Chase Oliver,1
UMass Amherst/YouGov,-0.4,700,Claudia De La Cruz,1
UMass Amherst/YouGov,-0.4,700,Shiva Ayyadurai,1
University of Massachusetts Lowell/YouGov,-1,600,Kamala Harris,50
University of Massachusetts Lowell/YouGov,-1,600,Donald Trump,41
University of Massachusetts Lowell/YouGov,-1,600,Jill Stein,1
University of Massachusetts Lowell/YouGov,-1,600,Chase Oliver,1
YouGov,-1.1,1091,Kamala Harris,46
YouGov,-1.1,1091,Donald Trump,51
YouGov,-1.1,1091,Jill Stein,2
YouGov,-1.1,1091,Chase Oliver,1
Marquette Law School,-1.1,780,Kamala Harris,50
Marquette Law School,-1.1,780,Donald Trump,50
Marquette Law School,-1.1,780,Kamala Harris,43
Marquette Law School,-1.1,780,Donald Trump,39
Marquette Law School,-1.1,780,Robert F. Kennedy,10
Marquette Law School,-1.1,780,Chase Oliver,3
Marquette Law School,-1.1,780,Jill Stein,1
Marquette Law School,-1.1,780,Cornel West,3
Marquette Law School,-1.1,652,Kamala Harris,50
Marquette Law School,-1.1,652,Donald Trump,50
Marquette Law School,-1.1,652,Kamala Harris,44
Marquette Law School,-1.1,652,Donald Trump,41
Marquette Law School,-1.1,652,Robert F. Kennedy,9
Marquette Law School,-1.1,652,Chase Oliver,2
Marquette Law School,-1.1,652,Jill Stein,1
Marquette Law School,-1.1,652,Cornel West,2
U. Houston,-0.3,1329,Kamala Harris,46
U. Houston,-0.3,1329,Donald Trump,51
U. Houston,-0.3,1329,Jill Stein,1
U. Houston,-0.3,1329,Chase Oliver,0
InsiderAdvantage,-0.3,800,Kamala Harris,46
InsiderAdvantage,-0.3,800,Donald Trump,48
InsiderAdvantage,-0.3,800,Kamala Harris,48
InsiderAdvantage,-0.3,800,Donald Trump,48
Redfield & Wilton Strategies,0.4,608,Kamala Harris,47
Redfield & Wilton Strategies,0.4,608,Donald Trump,48
Redfield & Wilton Strategies,0.4,608,Chase Oliver,1
Redfield & Wilton Strategies,0.4,608,Jill Stein,1
Redfield & Wilton Strategies,0.4,707,Kamala Harris,46
Redfield & Wilton Strategies,0.4,707,Donald Trump,48
Redfield & Wilton Strategies,0.4,707,Chase Oliver,1
Redfield & Wilton Strategies,0.4,707,Jill Stein,0
Alaska Survey Research,-0.1,1254,Kamala Harris,43
Alaska Survey Research,-0.1,1254,Donald Trump,50
Alaska Survey Research,-0.1,1254,Robert F. Kennedy,7
Alaska Survey Research,-0.1,1254,Kamala Harris,46
Alaska Survey Research,-0.1,1254,Donald Trump,54
TIPP,-0.4,1079,Kamala Harris,49.2
TIPP,-0.4,1079,Donald Trump,45.3
TIPP,-0.4,803,Kamala Harris,47.5
TIPP,-0.4,803,Donald Trump,48.9
TIPP,-0.4,1079,Kamala Harris,48.5
TIPP,-0.4,1079,Donald Trump,44.9
TIPP,-0.4,1079,Cornel West,1.3
TIPP,-0.4,1079,Jill Stein,0.5
TIPP,-0.4,803,Kamala Harris,48.3
TIPP,-0.4,803,Donald Trump,49
TIPP,-0.4,803,Cornel West,1.3
TIPP,-0.4,803,Jill Stein,0.2
Morning Consult,-0.3,10188,Kamala Harris,50
Morning Consult,-0.3,10188,Donald Trump,46
Fabrizio/McLaughlin,0.3,800,Kamala Harris,46
Fabrizio/McLaughlin,0.3,800,Donald Trump,49
Fabrizio/McLaughlin,0.3,800,Kamala Harris,45
Fabrizio/McLaughlin,0.3,800,Donald Trump,50
Fabrizio/McLaughlin,0.3,800,Kamala Harris,48
Fabrizio/McLaughlin,0.3,800,Donald Trump,49
Fabrizio/McLaughlin,0.3,800,Kamala Harris,47
Fabrizio/McLaughlin,0.3,800,Donald Trump,50
Fabrizio/McLaughlin,0.3,800,Kamala Harris,47
Fabrizio/McLaughlin,0.3,800,Donald Trump,48
Fabrizio/McLaughlin,0.3,800,Kamala Harris,48
Fabrizio/McLaughlin,0.3,800,Donald Trump,49
Fabrizio/McLaughlin,0.3,800,Kamala Harris,48
Fabrizio/McLaughlin,0.3,800,Donald Trump,49
University of Massachusetts Lowell/YouGov,-1,800,Kamala Harris,46
University of Massachusetts Lowell/YouGov,-1,800,Donald Trump,45
University of Massachusetts Lowell/YouGov,-1,800,Jill Stein,1
University of Massachusetts Lowell/YouGov,-1,800,Chase Oliver,0
InsiderAdvantage,-0.3,800,Kamala Harris,47
InsiderAdvantage,-0.3,800,Donald Trump,49
Trafalgar Group,0.6,1089,Kamala Harris,44.9
Trafalgar Group,0.6,1089,Donald Trump,46.2
co/efficient,0.3,2180,Kamala Harris,49
co/efficient,0.3,2180,Donald Trump,47
Morning Consult,-0.3,10812,Kamala Harris,50
Morning Consult,-0.3,10812,Donald Trump,46
Emerson,-1.1,1000,Kamala Harris,48.2
Emerson,-1.1,1000,Donald Trump,50.5
Emerson,-1.1,1000,Kamala Harris,49.8
Emerson,-1.1,1000,Donald Trump,49.7
Emerson,-1.1,950,Kamala Harris,49.7
Emerson,-1.1,950,Donald Trump,49.6
Emerson,-1.1,900,Kamala Harris,49.2
Emerson,-1.1,900,Donald Trump,48.1
Emerson,-1.1,1000,Kamala Harris,49
Emerson,-1.1,1000,Donald Trump,49.9
Emerson,-1.1,1000,Kamala Harris,49
Emerson,-1.1,1000,Donald Trump,49.7
Emerson,-1.1,1000,Kamala Harris,49.2
Emerson,-1.1,1000,Donald Trump,49.9
Siena/NYT,-1.5,656,Kamala Harris,39
Siena/NYT,-1.5,656,Donald Trump,57
Siena/NYT,-1.5,656,Kamala Harris,38
Siena/NYT,-1.5,656,Donald Trump,56
Siena/NYT,-1.5,656,Jill Stein,0
Siena/NYT,-1.5,656,Chase Oliver,0
Siena/NYT,-1.5,656,Kamala Harris,40
Siena/NYT,-1.5,656,Donald Trump,57
Siena/NYT,-1.5,656,Kamala Harris,39
Siena/NYT,-1.5,656,Donald Trump,56
Siena/NYT,-1.5,656,Jill Stein,0
Siena/NYT,-1.5,656,Chase Oliver,0
J.L. Partners,0.2,800,Kamala Harris,47
J.L. Partners,0.2,800,Donald Trump,47
J.L. Partners,0.2,800,Chase Oliver,1
J.L. Partners,0.2,800,Jill Stein,1
Tarrance,-0.4,818,Kamala Harris,44
Tarrance,-0.4,818,Donald Trump,51
Hart/POS,-0.7,1000,Kamala Harris,46
Hart/POS,-0.7,1000,Donald Trump,47
Hart/POS,-0.7,1000,Robert F. Kennedy,2
Hart/POS,-0.7,1000,Cornel West,0
Hart/POS,-0.7,1000,Jill Stein,1
Hart/POS,-0.7,1000,Chase Oliver,1
Hart/POS,-0.7,1000,Randall A. Terry,0
Hart/POS,-0.7,1000,Kamala Harris,48
Hart/POS,-0.7,1000,Donald Trump,48
Ipsos,-0.9,2631,Kamala Harris,49
Ipsos,-0.9,2631,Donald Trump,48
Ipsos,-0.9,2631,Cornel West,0
Ipsos,-0.9,2631,Jill Stein,1
Ipsos,-0.9,2631,Chase Oliver,1
Ipsos,-0.9,2226,Kamala Harris,49
Ipsos,-0.9,2226,Donald Trump,47
Ipsos,-0.9,2226,Cornel West,0
Ipsos,-0.9,2226,Jill Stein,1
Ipsos,-0.9,2226,Chase Oliver,1
Ipsos,-0.9,1714,Kamala Harris,50
Ipsos,-0.9,1714,Donald Trump,48
Ipsos,-0.9,1714,Cornel West,0
Ipsos,-0.9,1714,Jill Stein,0
Ipsos,-0.9,1714,Chase Oliver,1
Ipsos,-0.9,2631,Kamala Harris,50
Ipsos,-0.9,2631,Donald Trump,49
Ipsos,-0.9,2226,Kamala Harris,50
Ipsos,-0.9,2226,Donald Trump,49
Ipsos,-0.9,1714,Kamala Harris,51
Ipsos,-0.9,1714,Donald Trump,48
Change Research,0.6,895,Kamala Harris,38
Change Research,0.6,895,Donald Trump,58
